date,commit_date,song_id,artists,position,playlist,name,album_name
2005-06-14,2024-08-02,5FZxsHWIvUsmSK1IAvm2pp,Foo Fighters,42,RockParty,Best of You,In Your Honor
2023-01-20,2024-08-02,2KReCz1L5XkGIBhDncQ5VZ,Måneskin,44,RockParty,BABY SAID,RUSH!
1984-02-27,2024-08-02,1nQRg9q9uwALGzouOX5OyQ,Queen,49,RockParty,Radio Ga Ga - Remastered 2011,The Works (2011 Remaster)
1994-05-23,2024-08-02,0Puj4YlTm6xNzDDADXHMI9,Beastie Boys,50,RockParty,Sabotage,Ill Communication
2002-10-04,2024-08-02,0BRHnOFm6sjxN1i9LJrUDu,Good Charlotte,52,RockParty,The Anthem,The Young and The Hopeless
1980-06-27,2024-08-02,57JVGBtBLCfHw2muk5416J,Queen,56,RockParty,Another One Bites The Dust - Remastered 2011,The Game (Deluxe Remastered Version)
1991-09-24,2024-08-02,0uppYCG86ajpV2hSR3dJJ0,Red Hot Chili Peppers,57,RockParty,Give It Away,Blood Sugar Sex Magik (Deluxe Edition)
2002-10-22,2024-08-02,6tsojOQ5wHaIjKqIryLZK6,Foo Fighters,62,RockParty,All My Life,One By One (Expanded Edition)
2023-01-13,2024-08-02,4GvPlSOKfN7aXEuGW8zKUx,Måneskin,72,RockParty,GOSSIP (feat. Tom Morello),GOSSIP (feat. Tom Morello)
2019-03-01,2024-08-02,5yAu4njFSdM47dfsTkQPZ2,Tom Petty,74,RockParty,Runnin' Down A Dream,The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016
2008-10-20,2024-08-02,4feXJ5IC3avXsVW9WNFSag,AC/DC,78,RockParty,Rock N Roll Train,Black Ice
1994-02-01,2024-08-02,5kr3j5Clb9rjEposoMyLVt,Green Day,79,RockParty,Welcome to Paradise,Dookie
1986-11-15,2024-08-02,5qxChyzKLEyoPJ5qGrdurN,Beastie Boys,82,RockParty,No Sleep Till Brooklyn,Licensed To Ill
1997-05-20,2024-08-02,44wXefe8WB9Fd6xwtmAwbR,Foo Fighters,84,RockParty,Monkey Wrench,The Colour And The Shape
2002-10-04,2024-08-02,2g2a5kDeZexbUTD8abcvm6,Good Charlotte,88,RockParty,Lifestyles of the Rich & Famous,The Young and The Hopeless
1986-11-15,2024-08-02,5NLuC70kZQv8q34QyQa1DP,Beastie Boys,89,RockParty,Fight For Your Right,Licensed To Ill
1989-08-16,2024-08-02,5arVt2Wg0zbiWwAOZef2Nl,Red Hot Chili Peppers,91,RockParty,Higher Ground - Remastered 2003,Mother's Milk
1990-09-24,2024-07-26,57bgtoPSgt236HzfBOd8kj,AC/DC,1,RockParty,Thunderstruck,The Razors Edge
2002-07-09,2024-07-26,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,5,RockParty,Can't Stop,By the Way (Deluxe Edition)
1980-07-25,2024-07-26,2SiXAy7TuUkycRVbbWDEpo,AC/DC,9,RockParty,You Shook Me All Night Long,Back In Black
2021-03-19,2024-07-26,4pt5fDVTg5GhEvEtlz9dKk,Måneskin,11,RockParty,I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I
1980-06-27,2024-07-26,6xdLJrVj4vIXwhuG8TMopk,Queen,13,RockParty,Crazy Little Thing Called Love - Remastered 2011,The Game (2011 Remaster)
1994-02-01,2024-07-26,6L89mwZXSOwYl76YXfX13s,Green Day,14,RockParty,Basket Case,Dookie
2004-09-21,2024-07-26,6nTiIhLmQ3FWhvrGafw2zj,Green Day,17,RockParty,American Idiot,American Idiot
1980-07-25,2024-07-26,08mG3Y1vljYA6bvDt4Wqkj,AC/DC,18,RockParty,Back In Black,Back In Black
1981-08-24,2024-07-26,7HKez549fwJQDzx3zLjHKC,The Rolling Stones,24,RockParty,Start Me Up - Remastered 2009,Tattoo You (2009 Re-Mastered)
1989-01-01,2024-07-26,5tVA6TkbaAH9QMITTQRrNv,Tom Petty,27,RockParty,Free Fallin',Full Moon Fever
1965-07-30,2024-07-26,2PzU4IB8Dr6mxV3lHuaG34,The Rolling Stones,34,RockParty,(I Can't Get No) Satisfaction - Mono Version,Out Of Our Heads
2005-06-14,2024-07-26,5FZxsHWIvUsmSK1IAvm2pp,Foo Fighters,44,RockParty,Best of You,In Your Honor
2023-01-20,2024-07-26,2KReCz1L5XkGIBhDncQ5VZ,Måneskin,46,RockParty,BABY SAID,RUSH!
1994-05-23,2024-07-26,0Puj4YlTm6xNzDDADXHMI9,Beastie Boys,50,RockParty,Sabotage,Ill Communication
1984-02-27,2024-07-26,1nQRg9q9uwALGzouOX5OyQ,Queen,51,RockParty,Radio Ga Ga - Remastered 2011,The Works (2011 Remaster)
2002-10-04,2024-07-26,0BRHnOFm6sjxN1i9LJrUDu,Good Charlotte,55,RockParty,The Anthem,The Young and The Hopeless
1991-09-24,2024-07-26,0uppYCG86ajpV2hSR3dJJ0,Red Hot Chili Peppers,56,RockParty,Give It Away,Blood Sugar Sex Magik (Deluxe Edition)
1980-06-27,2024-07-26,57JVGBtBLCfHw2muk5416J,Queen,58,RockParty,Another One Bites The Dust - Remastered 2011,The Game (Deluxe Remastered Version)
2002-10-22,2024-07-26,6tsojOQ5wHaIjKqIryLZK6,Foo Fighters,62,RockParty,All My Life,One By One (Expanded Edition)
2023-01-13,2024-07-26,4GvPlSOKfN7aXEuGW8zKUx,Måneskin,70,RockParty,GOSSIP (feat. Tom Morello),GOSSIP (feat. Tom Morello)
2019-03-01,2024-07-26,5yAu4njFSdM47dfsTkQPZ2,Tom Petty,76,RockParty,Runnin' Down A Dream,The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016
2008-10-20,2024-07-26,4feXJ5IC3avXsVW9WNFSag,AC/DC,80,RockParty,Rock N Roll Train,Black Ice
1994-02-01,2024-07-26,5kr3j5Clb9rjEposoMyLVt,Green Day,81,RockParty,Welcome to Paradise,Dookie
1986-11-15,2024-07-26,5qxChyzKLEyoPJ5qGrdurN,Beastie Boys,83,RockParty,No Sleep Till Brooklyn,Licensed To Ill
1997-05-20,2024-07-26,44wXefe8WB9Fd6xwtmAwbR,Foo Fighters,84,RockParty,Monkey Wrench,The Colour And The Shape
1986-11-15,2024-07-26,5NLuC70kZQv8q34QyQa1DP,Beastie Boys,85,RockParty,Fight For Your Right,Licensed To Ill
2002-10-04,2024-07-26,2g2a5kDeZexbUTD8abcvm6,Good Charlotte,88,RockParty,Lifestyles of the Rich & Famous,The Young and The Hopeless
1989-08-16,2024-07-26,5arVt2Wg0zbiWwAOZef2Nl,Red Hot Chili Peppers,89,RockParty,Higher Ground - Remastered 2003,Mother's Milk
1980-07-25,2024-07-19,2SiXAy7TuUkycRVbbWDEpo,AC/DC,1,RockParty,You Shook Me All Night Long,Back In Black
1990-09-24,2024-07-19,57bgtoPSgt236HzfBOd8kj,AC/DC,6,RockParty,Thunderstruck,The Razors Edge
2002-07-09,2024-07-19,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,8,RockParty,Can't Stop,By the Way (Deluxe Edition)
2021-03-19,2024-07-19,4pt5fDVTg5GhEvEtlz9dKk,Måneskin,9,RockParty,I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I
1980-07-25,2024-07-19,08mG3Y1vljYA6bvDt4Wqkj,AC/DC,10,RockParty,Back In Black,Back In Black
1994-02-01,2024-07-19,6L89mwZXSOwYl76YXfX13s,Green Day,15,RockParty,Basket Case,Dookie
1980-06-27,2024-07-19,6xdLJrVj4vIXwhuG8TMopk,Queen,16,RockParty,Crazy Little Thing Called Love - Remastered 2011,The Game (2011 Remaster)
1981-08-24,2024-07-19,7HKez549fwJQDzx3zLjHKC,The Rolling Stones,21,RockParty,Start Me Up - Remastered 2009,Tattoo You (2009 Re-Mastered)
2004-09-21,2024-07-19,6nTiIhLmQ3FWhvrGafw2zj,Green Day,23,RockParty,American Idiot,American Idiot
1989-01-01,2024-07-19,5tVA6TkbaAH9QMITTQRrNv,Tom Petty,26,RockParty,Free Fallin',Full Moon Fever
1965-07-30,2024-07-19,2PzU4IB8Dr6mxV3lHuaG34,The Rolling Stones,30,RockParty,(I Can't Get No) Satisfaction - Mono Version,Out Of Our Heads
2005-06-14,2024-07-19,5FZxsHWIvUsmSK1IAvm2pp,Foo Fighters,43,RockParty,Best of You,In Your Honor
2023-01-20,2024-07-19,2KReCz1L5XkGIBhDncQ5VZ,Måneskin,44,RockParty,BABY SAID,RUSH!
1980-06-27,2024-07-19,57JVGBtBLCfHw2muk5416J,Queen,49,RockParty,Another One Bites The Dust - Remastered 2011,The Game (Deluxe Remastered Version)
1994-05-23,2024-07-19,0Puj4YlTm6xNzDDADXHMI9,Beastie Boys,50,RockParty,Sabotage,Ill Communication
1991-09-24,2024-07-19,0uppYCG86ajpV2hSR3dJJ0,Red Hot Chili Peppers,53,RockParty,Give It Away,Blood Sugar Sex Magik (Deluxe Edition)
2002-10-04,2024-07-19,0BRHnOFm6sjxN1i9LJrUDu,Good Charlotte,54,RockParty,The Anthem,The Young and The Hopeless
1984-02-27,2024-07-19,1nQRg9q9uwALGzouOX5OyQ,Queen,58,RockParty,Radio Ga Ga - Remastered 2011,The Works (2011 Remaster)
2002-10-22,2024-07-19,6tsojOQ5wHaIjKqIryLZK6,Foo Fighters,63,RockParty,All My Life,One By One (Expanded Edition)
2023-01-13,2024-07-19,4GvPlSOKfN7aXEuGW8zKUx,Måneskin,70,RockParty,GOSSIP (feat. Tom Morello),GOSSIP (feat. Tom Morello)
2019-03-01,2024-07-19,5yAu4njFSdM47dfsTkQPZ2,Tom Petty,76,RockParty,Runnin' Down A Dream,The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016
2008-10-20,2024-07-19,4feXJ5IC3avXsVW9WNFSag,AC/DC,81,RockParty,Rock N Roll Train,Black Ice
1986-11-15,2024-07-19,5qxChyzKLEyoPJ5qGrdurN,Beastie Boys,82,RockParty,No Sleep Till Brooklyn,Licensed To Ill
1994-02-01,2024-07-19,5kr3j5Clb9rjEposoMyLVt,Green Day,83,RockParty,Welcome to Paradise,Dookie
1997-05-20,2024-07-19,44wXefe8WB9Fd6xwtmAwbR,Foo Fighters,85,RockParty,Monkey Wrench,The Colour And The Shape
2002-10-04,2024-07-19,2g2a5kDeZexbUTD8abcvm6,Good Charlotte,88,RockParty,Lifestyles of the Rich & Famous,The Young and The Hopeless
1986-11-15,2024-07-19,5NLuC70kZQv8q34QyQa1DP,Beastie Boys,89,RockParty,Fight For Your Right,Licensed To Ill
1989-08-16,2024-07-19,5arVt2Wg0zbiWwAOZef2Nl,Red Hot Chili Peppers,92,RockParty,Higher Ground - Remastered 2003,Mother's Milk
1980-07-25,2024-07-12,2SiXAy7TuUkycRVbbWDEpo,AC/DC,1,RockParty,You Shook Me All Night Long,Back In Black
2002-07-09,2024-07-12,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,5,RockParty,Can't Stop,By the Way (Deluxe Edition)
1990-09-24,2024-07-12,57bgtoPSgt236HzfBOd8kj,AC/DC,8,RockParty,Thunderstruck,The Razors Edge
2021-03-19,2024-07-12,4pt5fDVTg5GhEvEtlz9dKk,Måneskin,10,RockParty,I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I
1980-07-25,2024-07-12,08mG3Y1vljYA6bvDt4Wqkj,AC/DC,14,RockParty,Back In Black,Back In Black
1980-06-27,2024-07-12,6xdLJrVj4vIXwhuG8TMopk,Queen,15,RockParty,Crazy Little Thing Called Love - Remastered 2011,The Game (2011 Remaster)
1994-02-01,2024-07-12,6L89mwZXSOwYl76YXfX13s,Green Day,16,RockParty,Basket Case,Dookie
2004-09-21,2024-07-12,6nTiIhLmQ3FWhvrGafw2zj,Green Day,21,RockParty,American Idiot,American Idiot
1981-08-24,2024-07-12,7HKez549fwJQDzx3zLjHKC,The Rolling Stones,22,RockParty,Start Me Up - Remastered 2009,Tattoo You (2009 Re-Mastered)
1989-01-01,2024-07-12,5tVA6TkbaAH9QMITTQRrNv,Tom Petty,24,RockParty,Free Fallin',Full Moon Fever
1965-07-30,2024-07-12,2PzU4IB8Dr6mxV3lHuaG34,The Rolling Stones,30,RockParty,(I Can't Get No) Satisfaction - Mono Version,Out Of Our Heads
2005-06-14,2024-07-12,5FZxsHWIvUsmSK1IAvm2pp,Foo Fighters,42,RockParty,Best of You,In Your Honor
2023-01-20,2024-07-12,2KReCz1L5XkGIBhDncQ5VZ,Måneskin,43,RockParty,BABY SAID,RUSH!
1980-06-27,2024-07-12,57JVGBtBLCfHw2muk5416J,Queen,48,RockParty,Another One Bites The Dust - Remastered 2011,The Game (Deluxe Remastered Version)
1991-09-24,2024-07-12,0uppYCG86ajpV2hSR3dJJ0,Red Hot Chili Peppers,50,RockParty,Give It Away,Blood Sugar Sex Magik (Deluxe Edition)
1994-05-23,2024-07-12,0Puj4YlTm6xNzDDADXHMI9,Beastie Boys,51,RockParty,Sabotage,Ill Communication
1984-02-27,2024-07-12,1nQRg9q9uwALGzouOX5OyQ,Queen,53,RockParty,Radio Ga Ga - Remastered 2011,The Works (2011 Remaster)
2002-10-04,2024-07-12,0BRHnOFm6sjxN1i9LJrUDu,Good Charlotte,55,RockParty,The Anthem,The Young and The Hopeless
2002-10-22,2024-07-12,6tsojOQ5wHaIjKqIryLZK6,Foo Fighters,61,RockParty,All My Life,One By One (Expanded Edition)
2023-01-13,2024-07-12,4GvPlSOKfN7aXEuGW8zKUx,Måneskin,68,RockParty,GOSSIP (feat. Tom Morello),GOSSIP (feat. Tom Morello)
2019-03-01,2024-07-12,5yAu4njFSdM47dfsTkQPZ2,Tom Petty,75,RockParty,Runnin' Down A Dream,The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016
1986-11-15,2024-07-12,5qxChyzKLEyoPJ5qGrdurN,Beastie Boys,79,RockParty,No Sleep Till Brooklyn,Licensed To Ill
2008-10-20,2024-07-12,4feXJ5IC3avXsVW9WNFSag,AC/DC,80,RockParty,Rock N Roll Train,Black Ice
1994-02-01,2024-07-12,5kr3j5Clb9rjEposoMyLVt,Green Day,83,RockParty,Welcome to Paradise,Dookie
1997-05-20,2024-07-12,44wXefe8WB9Fd6xwtmAwbR,Foo Fighters,86,RockParty,Monkey Wrench,The Colour And The Shape
1986-11-15,2024-07-12,5NLuC70kZQv8q34QyQa1DP,Beastie Boys,87,RockParty,Fight For Your Right,Licensed To Ill
2002-10-04,2024-07-12,2g2a5kDeZexbUTD8abcvm6,Good Charlotte,89,RockParty,Lifestyles of the Rich & Famous,The Young and The Hopeless
1989-08-16,2024-07-12,5arVt2Wg0zbiWwAOZef2Nl,Red Hot Chili Peppers,90,RockParty,Higher Ground - Remastered 2003,Mother's Milk
1980-07-25,2024-07-05,2SiXAy7TuUkycRVbbWDEpo,AC/DC,2,RockParty,You Shook Me All Night Long,Back In Black
2002-07-09,2024-07-05,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,5,RockParty,Can't Stop,By the Way (Deluxe Edition)
1990-09-24,2024-07-05,57bgtoPSgt236HzfBOd8kj,AC/DC,8,RockParty,Thunderstruck,The Razors Edge
2021-03-19,2024-07-05,4pt5fDVTg5GhEvEtlz9dKk,Måneskin,10,RockParty,I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I
1980-07-25,2024-07-05,08mG3Y1vljYA6bvDt4Wqkj,AC/DC,13,RockParty,Back In Black,Back In Black
1994-02-01,2024-07-05,6L89mwZXSOwYl76YXfX13s,Green Day,14,RockParty,Basket Case,Dookie
1980-06-27,2024-07-05,6xdLJrVj4vIXwhuG8TMopk,Queen,15,RockParty,Crazy Little Thing Called Love - Remastered 2011,The Game (2011 Remaster)
2004-09-21,2024-07-05,6nTiIhLmQ3FWhvrGafw2zj,Green Day,19,RockParty,American Idiot,American Idiot
1981-08-24,2024-07-05,7HKez549fwJQDzx3zLjHKC,The Rolling Stones,21,RockParty,Start Me Up - Remastered 2009,Tattoo You (2009 Re-Mastered)
1989-01-01,2024-07-05,5tVA6TkbaAH9QMITTQRrNv,Tom Petty,24,RockParty,Free Fallin',Full Moon Fever
1965-07-30,2024-07-05,2PzU4IB8Dr6mxV3lHuaG34,The Rolling Stones,29,RockParty,(I Can't Get No) Satisfaction - Mono Version,Out Of Our Heads
2005-06-14,2024-07-05,5FZxsHWIvUsmSK1IAvm2pp,Foo Fighters,42,RockParty,Best of You,In Your Honor
2023-01-20,2024-07-05,2KReCz1L5XkGIBhDncQ5VZ,Måneskin,43,RockParty,BABY SAID,RUSH!
1980-06-27,2024-07-05,57JVGBtBLCfHw2muk5416J,Queen,47,RockParty,Another One Bites The Dust - Remastered 2011,The Game (Deluxe Remastered Version)
1991-09-24,2024-07-05,0uppYCG86ajpV2hSR3dJJ0,Red Hot Chili Peppers,48,RockParty,Give It Away,Blood Sugar Sex Magik (Deluxe Edition)
1994-05-23,2024-07-05,0Puj4YlTm6xNzDDADXHMI9,Beastie Boys,51,RockParty,Sabotage,Ill Communication
2002-10-04,2024-07-05,0BRHnOFm6sjxN1i9LJrUDu,Good Charlotte,53,RockParty,The Anthem,The Young and The Hopeless
1984-02-27,2024-07-05,1nQRg9q9uwALGzouOX5OyQ,Queen,57,RockParty,Radio Ga Ga - Remastered 2011,The Works (2011 Remaster)
2002-10-22,2024-07-05,6tsojOQ5wHaIjKqIryLZK6,Foo Fighters,61,RockParty,All My Life,One By One (Expanded Edition)
2019-03-01,2024-07-05,5yAu4njFSdM47dfsTkQPZ2,Tom Petty,69,RockParty,Runnin' Down A Dream,The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016
2023-01-13,2024-07-05,4GvPlSOKfN7aXEuGW8zKUx,Måneskin,70,RockParty,GOSSIP (feat. Tom Morello),GOSSIP (feat. Tom Morello)
1986-11-15,2024-07-05,5qxChyzKLEyoPJ5qGrdurN,Beastie Boys,79,RockParty,No Sleep Till Brooklyn,Licensed To Ill
2008-10-20,2024-07-05,4feXJ5IC3avXsVW9WNFSag,AC/DC,81,RockParty,Rock N Roll Train,Black Ice
1994-02-01,2024-07-05,5kr3j5Clb9rjEposoMyLVt,Green Day,83,RockParty,Welcome to Paradise,Dookie
1997-05-20,2024-07-05,44wXefe8WB9Fd6xwtmAwbR,Foo Fighters,84,RockParty,Monkey Wrench,The Colour And The Shape
1986-11-15,2024-07-05,5NLuC70kZQv8q34QyQa1DP,Beastie Boys,86,RockParty,Fight For Your Right,Licensed To Ill
2002-10-04,2024-07-05,2g2a5kDeZexbUTD8abcvm6,Good Charlotte,90,RockParty,Lifestyles of the Rich & Famous,The Young and The Hopeless
1989-08-16,2024-07-05,5arVt2Wg0zbiWwAOZef2Nl,Red Hot Chili Peppers,93,RockParty,Higher Ground - Remastered 2003,Mother's Milk
1980-07-25,2024-06-28,2SiXAy7TuUkycRVbbWDEpo,AC/DC,2,RockParty,You Shook Me All Night Long,Back In Black
2002-07-09,2024-06-28,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,6,RockParty,Can't Stop,By the Way (Deluxe Edition)
1990-09-24,2024-06-28,57bgtoPSgt236HzfBOd8kj,AC/DC,7,RockParty,Thunderstruck,The Razors Edge
2021-03-19,2024-06-28,4pt5fDVTg5GhEvEtlz9dKk,Måneskin,9,RockParty,I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I
1994-02-01,2024-06-28,6L89mwZXSOwYl76YXfX13s,Green Day,13,RockParty,Basket Case,Dookie
1980-06-27,2024-06-28,6xdLJrVj4vIXwhuG8TMopk,Queen,15,RockParty,Crazy Little Thing Called Love - Remastered 2011,The Game (2011 Remaster)
1980-07-25,2024-06-28,08mG3Y1vljYA6bvDt4Wqkj,AC/DC,17,RockParty,Back In Black,Back In Black
2004-09-21,2024-06-28,6nTiIhLmQ3FWhvrGafw2zj,Green Day,21,RockParty,American Idiot,American Idiot
1981-08-24,2024-06-28,7HKez549fwJQDzx3zLjHKC,The Rolling Stones,22,RockParty,Start Me Up - Remastered 2009,Tattoo You (2009 Re-Mastered)
1989-01-01,2024-06-28,5tVA6TkbaAH9QMITTQRrNv,Tom Petty,25,RockParty,Free Fallin',Full Moon Fever
1965-07-30,2024-06-28,2PzU4IB8Dr6mxV3lHuaG34,The Rolling Stones,29,RockParty,(I Can't Get No) Satisfaction - Mono Version,Out Of Our Heads
2023-01-20,2024-06-28,2KReCz1L5XkGIBhDncQ5VZ,Måneskin,41,RockParty,BABY SAID,RUSH!
2005-06-14,2024-06-28,5FZxsHWIvUsmSK1IAvm2pp,Foo Fighters,43,RockParty,Best of You,In Your Honor
1991-09-24,2024-06-28,0uppYCG86ajpV2hSR3dJJ0,Red Hot Chili Peppers,45,RockParty,Give It Away,Blood Sugar Sex Magik (Deluxe Edition)
1980-06-27,2024-06-28,57JVGBtBLCfHw2muk5416J,Queen,46,RockParty,Another One Bites The Dust - Remastered 2011,The Game (Deluxe Remastered Version)
1994-05-23,2024-06-28,0Puj4YlTm6xNzDDADXHMI9,Beastie Boys,51,RockParty,Sabotage,Ill Communication
2002-10-04,2024-06-28,0BRHnOFm6sjxN1i9LJrUDu,Good Charlotte,53,RockParty,The Anthem,The Young and The Hopeless
1984-02-27,2024-06-28,1nQRg9q9uwALGzouOX5OyQ,Queen,55,RockParty,Radio Ga Ga - Remastered 2011,The Works (2011 Remaster)
2002-10-22,2024-06-28,6tsojOQ5wHaIjKqIryLZK6,Foo Fighters,61,RockParty,All My Life,One By One (Expanded Edition)
2019-03-01,2024-06-28,5yAu4njFSdM47dfsTkQPZ2,Tom Petty,71,RockParty,Runnin' Down A Dream,The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016
2023-01-13,2024-06-28,4GvPlSOKfN7aXEuGW8zKUx,Måneskin,72,RockParty,GOSSIP (feat. Tom Morello),GOSSIP (feat. Tom Morello)
1986-11-15,2024-06-28,5qxChyzKLEyoPJ5qGrdurN,Beastie Boys,77,RockParty,No Sleep Till Brooklyn,Licensed To Ill
2008-10-20,2024-06-28,4feXJ5IC3avXsVW9WNFSag,AC/DC,81,RockParty,Rock N Roll Train,Black Ice
1997-05-20,2024-06-28,44wXefe8WB9Fd6xwtmAwbR,Foo Fighters,83,RockParty,Monkey Wrench,The Colour And The Shape
1994-02-01,2024-06-28,5kr3j5Clb9rjEposoMyLVt,Green Day,84,RockParty,Welcome to Paradise,Dookie
1986-11-15,2024-06-28,5NLuC70kZQv8q34QyQa1DP,Beastie Boys,87,RockParty,Fight For Your Right,Licensed To Ill
2002-10-04,2024-06-28,2g2a5kDeZexbUTD8abcvm6,Good Charlotte,90,RockParty,Lifestyles of the Rich & Famous,The Young and The Hopeless
1989-08-16,2024-06-28,5arVt2Wg0zbiWwAOZef2Nl,Red Hot Chili Peppers,91,RockParty,Higher Ground - Remastered 2003,Mother's Milk
1990-09-24,2024-06-21,57bgtoPSgt236HzfBOd8kj,AC/DC,3,RockParty,Thunderstruck,The Razors Edge
2002-07-09,2024-06-21,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,6,RockParty,Can't Stop,By the Way (Deluxe Edition)
1980-07-25,2024-06-21,2SiXAy7TuUkycRVbbWDEpo,AC/DC,8,RockParty,You Shook Me All Night Long,Back In Black
2021-03-19,2024-06-21,4pt5fDVTg5GhEvEtlz9dKk,Måneskin,10,RockParty,I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I
1994-02-01,2024-06-21,6L89mwZXSOwYl76YXfX13s,Green Day,12,RockParty,Basket Case,Dookie
1980-07-25,2024-06-21,08mG3Y1vljYA6bvDt4Wqkj,AC/DC,14,RockParty,Back In Black,Back In Black
1980-06-27,2024-06-21,6xdLJrVj4vIXwhuG8TMopk,Queen,16,RockParty,Crazy Little Thing Called Love - Remastered 2011,The Game (2011 Remaster)
2004-09-21,2024-06-21,6nTiIhLmQ3FWhvrGafw2zj,Green Day,20,RockParty,American Idiot,American Idiot
1981-08-24,2024-06-21,7HKez549fwJQDzx3zLjHKC,The Rolling Stones,22,RockParty,Start Me Up - Remastered 2009,Tattoo You (2009 Re-Mastered)
1989-01-01,2024-06-21,5tVA6TkbaAH9QMITTQRrNv,Tom Petty,25,RockParty,Free Fallin',Full Moon Fever
1965-07-30,2024-06-21,2PzU4IB8Dr6mxV3lHuaG34,The Rolling Stones,29,RockParty,(I Can't Get No) Satisfaction - Mono Version,Out Of Our Heads
2023-01-20,2024-06-21,2KReCz1L5XkGIBhDncQ5VZ,Måneskin,39,RockParty,BABY SAID,RUSH!
2005-06-14,2024-06-21,5FZxsHWIvUsmSK1IAvm2pp,Foo Fighters,42,RockParty,Best of You,In Your Honor
1991-09-24,2024-06-21,0uppYCG86ajpV2hSR3dJJ0,Red Hot Chili Peppers,47,RockParty,Give It Away,Blood Sugar Sex Magik (Deluxe Edition)
1980-06-27,2024-06-21,57JVGBtBLCfHw2muk5416J,Queen,50,RockParty,Another One Bites The Dust - Remastered 2011,The Game (Deluxe Remastered Version)
1994-05-23,2024-06-21,0Puj4YlTm6xNzDDADXHMI9,Beastie Boys,52,RockParty,Sabotage,Ill Communication
2002-10-04,2024-06-21,0BRHnOFm6sjxN1i9LJrUDu,Good Charlotte,53,RockParty,The Anthem,The Young and The Hopeless
1984-02-27,2024-06-21,1nQRg9q9uwALGzouOX5OyQ,Queen,59,RockParty,Radio Ga Ga - Remastered 2011,The Works (2011 Remaster)
2002-10-22,2024-06-21,6tsojOQ5wHaIjKqIryLZK6,Foo Fighters,60,RockParty,All My Life,One By One (Expanded Edition)
2023-01-13,2024-06-21,4GvPlSOKfN7aXEuGW8zKUx,Måneskin,70,RockParty,GOSSIP (feat. Tom Morello),GOSSIP (feat. Tom Morello)
2019-03-01,2024-06-21,5yAu4njFSdM47dfsTkQPZ2,Tom Petty,72,RockParty,Runnin' Down A Dream,The Best Of Everything - The Definitive Career Spanning Hits Collection 1976-2016
1986-11-15,2024-06-21,5qxChyzKLEyoPJ5qGrdurN,Beastie Boys,77,RockParty,No Sleep Till Brooklyn,Licensed To Ill
2008-10-20,2024-06-21,4feXJ5IC3avXsVW9WNFSag,AC/DC,81,RockParty,Rock N Roll Train,Black Ice
1986-11-15,2024-06-21,5NLuC70kZQv8q34QyQa1DP,Beastie Boys,83,RockParty,Fight For Your Right,Licensed To Ill
1997-05-20,2024-06-21,44wXefe8WB9Fd6xwtmAwbR,Foo Fighters,84,RockParty,Monkey Wrench,The Colour And The Shape
2002-10-04,2024-06-21,2g2a5kDeZexbUTD8abcvm6,Good Charlotte,89,RockParty,Lifestyles of the Rich & Famous,The Young and The Hopeless
1994-02-01,2024-06-21,5kr3j5Clb9rjEposoMyLVt,Green Day,90,RockParty,Welcome to Paradise,Dookie
1989-08-16,2024-06-21,5arVt2Wg0zbiWwAOZef2Nl,Red Hot Chili Peppers,92,RockParty,Higher Ground - Remastered 2003,Mother's Milk
1990-09-24,2024-06-14,57bgtoPSgt236HzfBOd8kj,AC/DC,3,RockParty,Thunderstruck,The Razors Edge
2002-07-09,2024-06-14,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,5,RockParty,Can't Stop,By the Way (Deluxe Edition)
1980-07-25,2024-06-14,2SiXAy7TuUkycRVbbWDEpo,AC/DC,8,RockParty,You Shook Me All Night Long,Back In Black
2021-03-19,2024-06-14,4pt5fDVTg5GhEvEtlz9dKk,Måneskin,10,RockParty,I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I
1980-06-27,2024-06-14,6xdLJrVj4vIXwhuG8TMopk,Queen,13,RockParty,Crazy Little Thing Called Love - Remastered 2011,The Game (2011 Remaster)
1994-02-01,2024-06-14,6L89mwZXSOwYl76YXfX13s,Green Day,14,RockParty,Basket Case,Dookie
1980-07-25,2024-06-14,08mG3Y1vljYA6bvDt4Wqkj,AC/DC,18,RockParty,Back In Black,Back In Black
