name,artists,album_name,date,song_id,cover_url,playlist,position,commit_date
Et si tu sens - écrit par Grégory Lemarchal,Star Academy,Et si tu sens (écrit par Grégory Lemarchal),2024-11-23,4APtnl8hCS4PPBjaOGb1XV,https://i.scdn.co/image/ab67616d0000b2734d549353c850f5918269fdba,FutursHits,29,2024-12-06
These Walls (feat. Pierre de Maere),"Dua Lipa, Pierre de Maere",These Walls (feat. Pierre de Maere),2024-11-08,67LH2dzXF67Oi80yJaVYd7,https://i.scdn.co/image/ab67616d0000b273ab2b1c88fe95b43b41afa44b,GardeLaPeche,13,2024-12-06
LET THE WORLD BURN (with G-Eazy & Ari Abdul) - Remix,"Chris Grey, G-Eazy, Ari Abdul",LET THE WORLD BURN (with G-Eazy & Ari Abdul) [Remix],2024-11-08,5wNDRMkoysXZGiW4ja5Tik,https://i.scdn.co/image/ab67616d0000b273206beee2738fb31c31264741,GooseBumps,4,2024-12-06
Cosas Pendientes,Maluma,Cosas Pendientes,2024-11-21,0iVEujJcafOBnxa654fJYu,https://i.scdn.co/image/ab67616d0000b2733e6665989eeb44e512a29571,ThisIsMaluma,1,2024-12-06
+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",+57,2024-11-08,3mg9jYNC1NihbthlglzrWP,https://i.scdn.co/image/ab67616d0000b273c665371d5e70273a44a8e301,ThisIsMaluma,4,2024-12-06
Ma Meilleure Ennemie (from the series Arcane League of Legends),"Stromae, Pomme, Arcane",Ma Meilleure Ennemie (from the series Arcane League of Legends),2024-11-23,4lriIG2vNqwDWzOj2I9rtj,https://i.scdn.co/image/ab67616d0000b2732aab4ea84f431ad7d92fecbb,ThisIsStromae,1,2024-12-06
luther (with sza),"Kendrick Lamar, SZA",GNX,2024-11-22,45J4avUb9Ni0bnETYaYFVJ,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,TodayTopHits,4,2024-12-06
toxic till the end,ROSÉ,rosie,2024-12-06,1z5ebC9238uGoBgzYyvGpQ,https://i.scdn.co/image/ab67616d0000b2735074bd0894cb1340b8d8a678,TodayTopHits,10,2024-12-06
EL CLúB,Bad Bunny,EL CLúB,2024-12-05,3zOgFY5kpQ6p2cwPIquZks,https://i.scdn.co/image/ab67616d0000b2734331112097a80e410d085ec0,TodayTopHits,18,2024-12-06
2 hands,Tate McRae,2 hands,2024-11-14,1f18HzFpegqvH4ibGJyeMJ,https://i.scdn.co/image/ab67616d0000b2733b53b3afd0c28613b964769e,TodayTopHits,23,2024-12-06
Khé?,"Rauw Alejandro, Romeo Santos",Cosa Nuestra,2024-11-15,1YYfyJ2yCvGFCxwjsIqEK9,https://i.scdn.co/image/ab67616d0000b273ed432d7df981360768dd5856,VivaLatino,2,2024-12-06
EL CLúB,Bad Bunny,EL CLúB,2024-12-05,3zOgFY5kpQ6p2cwPIquZks,https://i.scdn.co/image/ab67616d0000b2734331112097a80e410d085ec0,VivaLatino,4,2024-12-06
